id,doi,display_name,publication_date,abstract,concepts,source_id,elements
W2981469297,https://doi.org/10.1016/j.mssp.2019.104780,Synthesis of CdTe quantum dots capped with castor oil using a hot injection solution method,2020-02-01,"Synthesis of CdTe quantum dots capped with castor oil using a hot injection solution method. Castor oil CSTO, an extract from castor bean was used as capping material for CdTe quantum dots synthesized from cadmium chloride and tellurium powder using a modified hot injection method. The formation of CdTein the colloidal solution was monitored by UVVis spectrophotometry. The average particle sizes were deduced from the absorption data, transmission electron microscopy TEM images and powdered-X-ray diffraction p-XRD. The average particle size of CdTededuced from the UVVis absorption measurements range from 4.94nm to 10.04nm for CdTesynthesized at, and. TEM images of the CdTesynthesized at and, for 2h showed close to spherical geometry with average diameter of 7.380.43nm and 9.880.67nm, respectively. The p-XRD patterns confirmed the presence of CdTe crystallites with a cubic phase. The average diameter of CdTeas deduced from the p-XRD patterns was 7.540.03nm and 9.690.13nm, respectively, which is in good agreement with the results from TEM and UVVis absorption measurements. The photoluminescence spectroscopy showed the formation of nearly monodispersed particles with emission maxima at 673nm, 714nm and 743nm for CdTeprepared at for 30min, 60min and 120min, respectively. These results show that green biomasses are valuable eco-friendly materials which can be used to stabilize nanomaterials.","[('Castor oil', 2, '0.90364736'), ('Materials science', 0, '0.8535253'), ('Quantum dot', 2, '0.7722354'), ('Cadmium telluride photovoltaics', 2, '0.75533533'), ('Chemical engineering', 1, '0.43583938'), ('Nanotechnology', 1, '0.33804128'), ('Organic chemistry', 1, '0.15689924'), ('Chemistry', 0, '0.0'), ('Engineering', 0, '0.0')]",S82126420,CdTe
W3033070689,https://doi.org/10.1016/j.msea.2020.139622,On the substitution of vanadium with iron in Ti–6Al–4V: Thermo-Calc simulation and processing map considerations for design of low-cost alloys,2020-06-01,"On the substitution of vanadium with iron in Ti6Al4V: Thermo-Calc simulation and processing map considerations for design of low-cost alloys. Two basic cost reducing concepts, manipulation of alloy chemistry and optimisation of the hot working process, were adopted in developing low-cost experimental titanium alloys that may be suitable for land-based applications. Iron, a low-cost beta stabilising element in titanium alloys, was used as a partial and full replacement for vanadium in ASTM grade 5 Ti6Al4V. Thermo-Calc simulations were first done on the Ti6Al-xV-yFe alloy compositions for y=4 x and x=13 to predict the amounts of phases and the -transus temperatures. Thereafter, the compacted powders of the different experimental alloys were melted and allowed to solidify in the electric arc furnace cold copper hearth. Optical and scanning electron microscopy SEM and X-ray diffraction XRD were used to characterise the alloys. Also, the hardness of the low-cost alloys was measured and compared to commercial Ti6Al4V. The Ti6Al1V3Fe alloy was subjected to hot compression testing at various temperatures 750950C and strain rates 1-10 s1 on a Gleeble 3500 thermomechanical simulator. Processing maps and microstructural validation were used to define the most suitable processing conditions. The stress exponent and apparent activation energy were also calculated using a hyperbolic-sine equation. The results show that the low-cost alloys with partial substitution of vanadium with iron contained only -Ti and -Ti phases with no TiFe phase. The hardness of the alloys increased with increase in iron addition. The stress exponent n value was less than 5 indicating that flow softening was not solely driven by dynamic recovery. The optimum processing conditions for hot working were found at and 0.1 s1 strain rate. The alloy generally had a large processing window with the softening process controlled by mechanisms such as dynamic recovery, dynamic recrystallisation of prior beta grains, and dynamic alpha lath globularisation. In the region of and 1.510 s1 an area of unstable deformation was established which should be avoided during processing. This work shows that low-cost + titanium alloys containing iron can be manufactured using traditional ingot metallurgy techniques and loss of material due to processing-induced defects can be minimised or avoided during primary conversion process such as forging and rolling.","[('Vanadium', 2, '0.874117'), ('Substitution (logic)', 2, '0.76168483'), ('Materials science', 0, '0.60667616'), ('Metallurgy', 1, '0.55108166'), ('Computer science', 0, '0.20241442'), ('Programming language', 1, '0.0')]",S154732359,"Ti,Ti6Al,Ti6Al1V3Fe,Ti6Al4V,TiFe"
W2081977598,https://doi.org/10.1016/j.msec.2011.07.014,Microstructure control of TCP/TCP-(t-ZrO2)/t-ZrO2 composites for artificial cortical bone,2011-12-01,"Microstructure control of TCP/TCP-t-ZrO2/t-ZrO2 composites for artificial cortical bone. In this study, bone like continuously porous TCP/TCP-t-ZrO2 /t-ZrO2 composites with a central channel were fabricated using a multi-pass extrusion process and their mechanical properties and microstructure at different sintering temperatures were investigated. Hydroxyapatite HAp powder was used as the raw powder which undergoes a phase transformation into the -tricalcium phosphate phase -TCP at a sintering temperature of. The external diameter and inside cylindrical hollow core were approximately 10.3 mm and 4.8 mm, respectively. The frame region contained numerous microchannels that extended from one side of the fabricated body to the other. The channeled frame region had a multi-layer microstructure with a TCP/TCP-t-ZrO2 /t-ZrO2 layer configuration. The inner layer consisted of TCP, which make the wall of the microchannel. The material properties were characterized and microstructural analysis was carried out. The maximum pore size, compressive strength, and relative density of the fabricated system were approximately 86 m, 53 MPa, and 77% when sintered at. The composites exhibited excellent biocompatibility and cell proliferation behavior resulted in the MTT assay and cell adhesion test using osteoblast-like MG-63 cells. In this work we fabricated a composites preform that is a biomimetic structure of bone architecture. Unidirectional porous channel with lamellar elcloser, like that of the natural bone was fabricated. The HAp-ZrO2 composites system was mechanically strong and showed excellent biocompatibility to be used as an artificial bone.","[('Materials science', 0, '0.8715121'), ('Microstructure', 2, '0.7840393'), ('Composite material', 1, '0.68350303'), ('Sintering', 2, '0.6503688'), ('Biocompatibility', 2, '0.5707711'), ('Porosity', 2, '0.5693951'), ('Compressive strength', 2, '0.4121232'), ('Metallurgy', 1, '0.10432026')]",S43139658,ZrO2
W4296229294,https://doi.org/10.1016/j.msea.2022.144012,Refining Ti2AlC particles and improvement of microstructure and mechanical properties on Ti46Al8Nb2.6C alloy by Er addition,2022-09-01,"Refining Ti2AlC particles and improvement of microstructure and mechanical properties on Ti46Al8Nb2.6C alloy by Er addition. In order to reveal the refinement mechanism of Er on Ti2AlC particles and lamellae colony, as well as the strengthening mechanism of TiAl composites, Ti46Al8Nb-2.6C- x Er as cast alloys were prepared. The microstructure and phase composition were observed by SEM, TEM and X-ray diffraction. Results show that the relative contents of phase increase and phase reduce, the size of lamellae colony decreases from 42.7 to 29.6 m, lamellae spacing decreases from 0.73 to 0.64 m and the content of Ti2AlC particles with aspect ratio 15 increases from 14 to 47% as Er increases from 0.04 to 0.1 at. %. The orientation relationship with 0 1 0 E r 2 O3 // 1 2 1 0 T i 2 A l C , 102 E r 2 O3 // 0002 T i 2 A l C , 001 E r 2 O3 /// 20 2 5 T i 2 A l C was observed by TEM. Result shows that Er2O3 particle development on the 0002 of Ti2AlC limits atomic spreading and layered superposition perpendicular to the plane, resulting in Ti2AlC refinement. The compressive strength and the strain increase from 1853 to 2223 MPa and 25.125.8% as Er increases from 0.04 to 0.1 at. %. Results of Vickers hardness test displays that Vickers hardness increases from 425.8 to 512.6 HV as Er increases from 0.04 to 0.08 at. %. The significant refinement of Ti2AlC particles by Er2O3 particles, precipitation strengthening of ErAl3 phase, fine grain strengthening of lamellae colony and solid solution strengthening of Er contribute significantly to the better compressive strength. The content of Ti2AlC with an aspect ratio of 15 increased effectively to 47% by altering the Er concentration. Er2O3 particles formed following Er addition were adsorbed on the 0002 plane of Ti2AlC particle to inhibit its growth. The compressive strength and Vickers hardness were all improved by 1.2 times by altering the Er concentration.","[('Refining (metallurgy)', 2, '0.87439454'), ('Microstructure', 2, '0.79987895'), ('Alloy', 2, '0.74745935'), ('Metallurgy', 1, '0.6858987'), ('Materials science', 0, '0.643982')]",S154732359,"Er,Er2O3,ErAl3,HV,O3,Ti2AlC,Ti46Al8Nb,Ti46Al8Nb2.6C,TiAl"
W2364588813,,STUDY ON THE PROPERTY OF ENVIRONMENTAL STRESS CRACKING OF AUTOMOTIVE LAMP PLASTICS,2004-01-01,"STUDY ON THE PROPERTY OF ENVIRONMENTAL STRESS CRACKING OF AUTOMOTIVE LAMP PLASTICS. The method of ISO4600 is used to measure the properties to resist environmental stress cracking ESC of seven plastics used in automotive lamp in a certain strain. A list of chemical mediums leading to ESC for these plastics was given. The effects of solubility parameters of solvents, crystallinity of polymers and the filling materials in plastics on cracking time of ESC were discussed. The results indicate that the great difference between solubility parameters of solvents and plastics can reduce the ESC tendency of plastics and the crystallinity of polymers and the filling materials in plastics may improve the properties to resist ESC of plastics.","[('Environmental stress cracking', 4, '0.9035873'), ('Crystallinity', 2, '0.8687177'), ('Materials science', 0, '0.8289292'), ('Cracking', 2, '0.66314614'), ('Composite material', 1, '0.6170422'), ('Solubility', 2, '0.5654002'), ('Polymer', 2, '0.5570877'), ('Resist', 3, '0.5535988'), ('Forensic engineering', 1, '0.3825063'), ('Stress corrosion cracking', 3, '0.10872492'), ('Organic chemistry', 1, '0.10619807'), ('Engineering', 0, '0.054078996'), ('Chemistry', 0, '0.052468836'), ('Alloy', 2, '0.0'), ('Layer (electronics)', 2, '0.0')]",S2764741986,"ISO4600,OF,ON"
W3114548969,https://doi.org/10.1016/j.commatsci.2020.110233,Tunable and sizeable band gaps in strained SiC3/hBN vdW heterostructures: A potential replacement for graphene in future nanoelectronics,2021-02-15,"Tunable and sizeable band gaps in strained SiC3/hBN vdW heterostructures: A potential replacement for graphene in future nanoelectronics. SiC3/hBN hybrid bilayers have tunable gaps. hBN/SiC3/hBN trilayers have gap opening as high as 0.5 eV with great tunability. hBN/SiC3/SiC3/hBN 4-layers has a favorable magnetic ground state. A clear preference over graphene due to higher gap and excellent tunability. Optical properties in visible and UV range. In this work, we perform first-principles density functional theory calculations to study siligraphene SiC3 /hexagonal boron nitride hBN vdW-heterostructures. Siligraphene has comparable electronic properties to graphene, including the presence of a Dirac-like cone, thus we investigate its potential as a replacement for graphene. We find that, when internal strains induced by the high lattice mismatch between the SiC3 and hBN layers are reduced, a very small and non-tunable gap is induced in a hybrid bilayer heterostructure. However, the picture becomes quite different when structures with higher internal strains are considered. In this scenario, the compressive strain induces a buckling in the SiC3 sheet, resulting in larger band gaps. Additionally, in many configurations, the gaps are found to be quite tunable by the application of external strains or an electrical field. Such tunability is absent in graphene/hBN heterostructures, thus giving SiC3 /hBN heterostructures a clear edge. The origin of this gap and its tunability are discussed in terms of the buckling in the SiC3 layer and the interlayer charge transfer. Finally, the optical properties of these heterostructures were also investigated. Strong absorption peaks in both visible and deep UV regions were found, which could be explored for applications in future optoelectronic devices.","[('Heterojunction', 2, '0.88483965'), ('Materials science', 0, '0.81036437'), ('Graphene', 2, '0.7848664'), ('Band gap', 2, '0.63210785'), ('Optoelectronics', 1, '0.52286386'), ('Density functional theory', 2, '0.4213293'), ('Condensed matter physics', 1, '0.37758687'), ('Nanotechnology', 1, '0.35241896'), ('Chemistry', 0, '0.0'), ('Computational chemistry', 1, '0.0'), ('Physics', 0, '0.0')]",S26018076,SiC3
W2091451743,https://doi.org/10.4028/www.scientific.net/msf.727-728.1695,Modeling the Transport Phenomena of TiO<sub>2</sub> Nanoparticles into Leachate of Municipal Waste Landfills,2012-08-01,"Modeling the Transport Phenomena of TiO2Nanoparticles into Leachate of Municipal Waste Landfills. Several nanomaterials have been currently developed and new applications has became possible due to the special materials performance requirements. The TiO2 nanoparticles are of special interest due to the wide range of applications from cosmetics to paint and new applications have continuously been searched. However, the effect of these particles into the environment need detailed investigation since some deleterious effects on the ecosystems have been observed. This paper deals with the mechanism of nanoparticles absorption/desorption by soil landfills. A long term simulation of the nanoparticles motion and contamination plume is carried out in the Volta Redonda Municipal Waste landfill and main transport parameters are determined. The model is used to predict the concentration of TiO2 nanoparticles in suspension on the leachate of Municipal Waste landfills and the rate of particles dynamically attached into the soil particles","[('Leachate', 2, '0.87983847'), ('Materials science', 0, '0.6210713'), ('Municipal solid waste', 2, '0.5415256'), ('Suspension (topology)', 3, '0.48467305'), ('Waste management', 1, '0.48167455'), ('Contamination', 2, '0.469492'), ('Nanoparticle', 2, '0.46153602'), ('Environmental science', 0, '0.4448921'), ('Desorption', 3, '0.4119178'), ('Environmental engineering', 1, '0.38430113'), ('Nanotechnology', 1, '0.18011832'), ('Adsorption', 2, '0.1697756'), ('Engineering', 0, '0.08642861'), ('Chemistry', 0, '0.07437381'), ('Ecology', 1, '0.0'), ('Mathematics', 0, '0.0'), ('Organic chemistry', 1, '0.0'), ('Homotopy', 2, '0.0'), ('Pure mathematics', 1, '0.0'), ('Biology', 0, '0.0')]",S87940674,TiO2
W4362637714,https://doi.org/10.2174/2666145416666230302114712,The photocatalytic performance of the BaSn-based nanoscale materials for the organic pollutants enhanced by Sm (Er) doping,2023-03-02,"The photocatalytic performance of the BaSn-based nanoscale materials for the organic pollutants enhanced by SmEr doping. aims: The aim is to synthesize SmEr-doped BaSn based nanoscale materials through a simple hydrothermal process and research the photocatalytic performance of the SmEr-doped BaSn based nanoscale materials for the gentian violet degradation. background: SmEr doping is an effective strategy for enhancing the photocatalytic activity of the semiconductor photocatalysts for the degradation of the organic pollutants. BaSn based nanorods possess wide band gap energy which limits the photocatalytic application. It is of important significance to research the feasibility of the improved photocatalytic performance of the BaSn based nanorods by doping with SmEr. objective: The aim is to synthesize SmEr-doped BaSn based nanoscale materials through a simple hydrothermal process and research the photocatalytic performance of the SmEr-doped BaSn based nanoscale materials for the gentian violet degradation. method: SmEr-doped BaSn based nanoscale materials with poly-crystalline structure were synthesized through a simple hydrothermal process. The SmEr-doped composites were analyzed by X-ray diffraction, electron microscopy, solid diffuse reflectance spectrum, X-ray photoelectron spectroscopy, photoluminescence and electrochemical impedance spectroscopy. result: SmEr doping induces the morphological evolution of the BaSn based nanoscale materials from the nanorods to irregular nanoscale particles. SmEr in the doped BaSn based nanoscale materials exists in the form of the cubic Sm2Sn2O7 and orthorhombic ErF3 phases. The band gap value is decreased with increasing the SmEr dopant contents. SmEr-doped BnSnbased nanoscale materials with the SmEr content of 8wt.% has the lowest band gap and shows the strongest light absorption ability. Comparing with the un-doped BaSn based nanoscale materials, the SmEr-doped BnSnbased nanoscale materials exhibit higher photocatalytic activity for the gentian violet degradation. 8wt.% Sm-doped BnSnbased nanoscale materials show the highest photocatalytic activity for the degradation of the gentian violet. 20 mL gentian violet solution concentration of 10 mgL-1 can be totally degraded using 20 mg 8wt.% Sm-doped BnSnbased nanoscale materials under the UV light illumination for 150 min. conclusion: The enhanced photocatalytic activity of the SmEr-doped BnSn based nanoscale materials can be attributed to the decreased band gap, enhanced light absorption ability and decrease of the recombination of the photo-generated electron-hole pairs. other: The SmEr-doped BnSn based nanoscale materials show enhanced photocatalytic performance towards gentian violet.","[('Materials science', 0, '0.8342073'), ('Nanorod', 2, '0.6807246'), ('Photocatalysis', 3, '0.62712777'), ('Doping', 2, '0.60592496'), ('Nanoscopic scale', 2, '0.5952552'), ('X-ray photoelectron spectroscopy', 2, '0.53145444'), ('Hydrothermal circulation', 2, '0.4718245'), ('Photoluminescence', 2, '0.42397827'), ('Nanoparticle', 2, '0.4231989'), ('Nanotechnology', 1, '0.41859177'), ('Chemical engineering', 1, '0.36359173'), ('Optoelectronics', 1, '0.16854998'), ('Organic chemistry', 1, '0.056402266'), ('Catalysis', 2, '0.05182311'), ('Chemistry', 0, '0.0'), ('Engineering', 0, '0.0')]",S4210200619,"BaSn,ErF3,Sm,Sm2Sn2O7,SmEr"
W2240666843,https://doi.org/10.4028/www.scientific.net/msf.821-823.64,Observation of the Surface Morphology on the (0001)C Facet of 4H-SiC Boules,2015-06-01,"Observation of the Surface Morphology on the 0001CFacet of 4HSiCBoules. The surface morphology on the 000-1C facet of 4HSiC boules grown by the physical vapor transport method was examined in various scales from millimeter to nanometer using different types of microscopies such as differential interference contrast DIC optical microscopy and atomic force microscopy AFM. The DIC optical microscope observation revealed that there exist three distinct morphological regions at the growth front of the 4HSiC boules; they are facetted, non-facetted, and the intermediate region between them. The local inclination of the facet surface from the 000-1 basal plane increases toward the facet edge and then decreases over the intermediate region. AFM observations revealed characteristic step structures in these two regions and also that they are significantly influenced by nitrogen-doping. Based on the results, the formation mechanism of the facet morphology on 4HSiC boules is discussed.","[('Facet (psychology)', 4, '0.8942446'), ('Materials science', 0, '0.8571066'), ('Differential interference contrast microscopy', 3, '0.789414'), ('Morphology (biology)', 2, '0.7470759'), ('Optical microscope', 3, '0.65133166'), ('Enhanced Data Rates for GSM Evolution', 2, '0.53225964'), ('Atomic force microscopy', 2, '0.4753406'), ('Core (optical fiber)', 2, '0.41330555'), ('Crystallography', 1, '0.39646447'), ('Optics', 1, '0.3935778'), ('Microscopy', 2, '0.37504998'), ('Composite material', 1, '0.2414459'), ('Scanning electron microscope', 2, '0.22737634'), ('Nanotechnology', 1, '0.1981428'), ('Chemistry', 0, '0.0706335'), ('Psychology', 0, '0.0'), ('Social psychology', 1, '0.0'), ('Telecommunications', 1, '0.0'), ('Physics', 0, '0.0'), ('Genetics', 1, '0.0'), ('Personality', 2, '0.0'), ('Biology', 0, '0.0'), ('Computer science', 0, '0.0'), ('Big Five personality traits', 3, '0.0')]",S87940674,HSiC
W2010165990,https://doi.org/10.1016/0921-5107(93)90102-s,Molecular simulation: a microscopic approach to study the growth of native silicon oxide,1993-02-28,Molecular simulation: a microscopic approach to study the growth of native silicon oxide. An atomic scale model is used to study the dynamics of oxide growth on an Si substrate with and without point defects. The results obtained on an ideal Si substrate have been reported already and have been shown to be consistent with experimental data. This paper analyses the Si point defects behaviour and their effect on the thickness and the roughness of the oxide atomic layers during Si oxidation.,"[('Oxide', 2, '0.74351346'), ('Silicon', 2, '0.7319835'), ('Substrate (aquarium)', 2, '0.7273847'), ('Atomic units', 2, '0.6617019'), ('Materials science', 0, '0.5870607'), ('Atomic force microscopy', 2, '0.5192961'), ('Molecular dynamics', 2, '0.49474546'), ('Point (geometry)', 2, '0.48286465'), ('Silicon oxide', 4, '0.4810479'), ('Surface finish', 2, '0.46905923'), ('Ideal (ethics)', 2, '0.44642544'), ('Crystallographic defect', 2, '0.4192806'), ('Nanotechnology', 1, '0.4020092'), ('Chemical physics', 1, '0.38314012'), ('Optoelectronics', 1, '0.31071055'), ('Crystallography', 1, '0.2876066'), ('Chemistry', 0, '0.25455242'), ('Composite material', 1, '0.23635492'), ('Metallurgy', 1, '0.17671236'), ('Computational chemistry', 1, '0.16296148'), ('Physics', 0, '0.15728065'), ('Geometry', 1, '0.11064622'), ('Mathematics', 0, '0.09716454'), ('Geology', 0, '0.06946096'), ('Philosophy', 0, '0.0'), ('Oceanography', 1, '0.0'), ('Quantum mechanics', 1, '0.0'), ('Silicon nitride', 3, '0.0'), ('Epistemology', 1, '0.0')]",S4210190818,Si
W3175393456,https://doi.org/10.1088/1757-899x/1157/1/012025,Implementation of Real Contact Areas into Sheet metal Forming Simulations using Digital Spotting Images,2021-06-01,"Implementation of Real Contact Areas into Sheet metal Forming Simulations using Digital Spotting Images. Increasing demands on quality of outer car panels and shortened product development processes fundamentally challenge automotive manufacturers. Development times are significantly influenced by the manufacturing process of dies, which are introduced by the time-consuming manual grinding operations carried out during die try-out. Blue color paste is often used to visualize contact areas between die surfaces and blank to provide a spotting image. The spotting image can be used to evaluate and optimize the pressure distribution. A homogeneous pressure distribution positively influences the forming process in terms of flange draw-in and surface quality. This paper presents an approach for implementing real contact areas into forming simulations based on digital spotting images of active surfaces. Spotting images were produced for different drawing depths and subsequently extracted by image processing. The simulation model presented in this study includes different spotting levels in conjunction with the TriboForm friction model to describe tribological conditions during forming more accurately.","[('Spotting', 2, '0.90091336'), ('Flange', 2, '0.6677831'), ('Blank', 2, '0.5182266'), ('Computer science', 0, '0.49274543'), ('Automotive industry', 2, '0.47361207'), ('Process (computing)', 2, '0.43784863'), ('Die (integrated circuit)', 2, '0.43340927'), ('Materials science', 0, '0.39560497'), ('Engineering drawing', 1, '0.38373467'), ('Mechanical engineering', 1, '0.378089'), ('Artificial intelligence', 1, '0.2687673'), ('Engineering', 0, '0.23230368'), ('Aerospace engineering', 1, '0.06609982'), ('Operating system', 1, '0.0')]",S4306514344,
W2767254174,https://doi.org/10.1155/2017/2362056,Effect of Surface Morphology and Dispersion Media on the Properties of PEDOT:PSS/n-Si Hybrid Solar Cell Containing Functionalized Graphene,2017-11-06,"Effect of Surface Morphology and Dispersion Media on the Properties of PEDOT:PSS/n-SiHybrid Solar Cell Containing Functionalized Graphene. We present the results on the effect of surface morphology and dispersion media on the properties of PEDOT:PSS/n-Si hybrid solar cell containing functionalized graphene Gr. The hybrid solar cells based on SiNWs showed higher power conversion efficiency PCE compared to the planar based cells due to suppressing the carrier recombination and improving carrier transport efficiency. The PCE of hybrid solar cells could be improved by adding Gr into PEDOT:PSS. Different solvents including deionized DI water, ethylene glycol EG, and isopropyl alcohol IPA were used as media for Gr dispersion. The best performance was obtained for the cell containing Gr dispersed in EG with a measured PCE of 7.33% and nearly 13% and 16% enhancement in comparison with the cells using Gr dispersed in IPA and DI water, respectively. The increase in PCE is attributed to improving the carrier-mobility, electrical conductivity, PEDOT crystallinity, and ordering.","[('PEDOT:PSS', 3, '0.93336964'), ('Materials science', 0, '0.9126363'), ('Energy conversion efficiency', 2, '0.75607145'), ('Crystallinity', 2, '0.7471599'), ('Chemical engineering', 1, '0.64051616'), ('Dispersion (optics)', 2, '0.6147098'), ('Ethylene glycol', 2, '0.55483747'), ('Isopropyl alcohol', 2, '0.53834546'), ('Graphene', 2, '0.4964369'), ('Electron mobility', 2, '0.43357554'), ('Nanotechnology', 1, '0.2863454'), ('Optoelectronics', 1, '0.23783189'), ('Polymer', 2, '0.20706844'), ('Composite material', 1, '0.17548051'), ('Optics', 1, '0.067282885'), ('Physics', 0, '0.0'), ('Engineering', 0, '0.0')]",S155241436,Si
W2030403078,https://doi.org/10.4028/www.scientific.net/msf.495-497.1309,The Orientations of Nuclei at Triple Junctions in Deformed Columnar Grain Ni,2005-09-01,"The Orientations of Nuclei at Triple Junctions in Deformed Columnar Grain Ni. Ni with columnar grain was cold rolled and then recrystallized. The orientations at triple junctions before and after annealing were characterised using the EBSD technique, and recrystallization nuclei at triple junctions were identified. A comparison was made between the orientations of the nuclei and the orientations of the grains in the same area before annealing. Both nuclei with orientations within the orientation spread of the deformed grains as well as away from that were found.","[('Materials science', 0, '0.8805631'), ('Triple junction', 2, '0.8679697'), ('Annealing (glass)', 2, '0.71827066'), ('Recrystallization (geology)', 2, '0.7021786'), ('Electron backscatter diffraction', 3, '0.68735075'), ('Crystallography', 1, '0.4507305'), ('Condensed matter physics', 1, '0.44368657'), ('Metallurgy', 1, '0.30617058'), ('Microstructure', 2, '0.15519848'), ('Optoelectronics', 1, '0.133212'), ('Geology', 0, '0.0534195'), ('Paleontology', 1, '0.0'), ('Chemistry', 0, '0.0'), ('Physics', 0, '0.0')]",S87940674,Ni
W2009546966,https://doi.org/10.1016/s0921-5107(00)00360-3,Raman characterization of ion beam etched Hg1−xCdxTe surface,2000-06-01,"Raman characterization of ion beam etched Hg1xCdxTe surface. We report Raman scattering RS measurements at from Hg1xCdxTe x0.48, which was etched for a few minutes by an Ar+ beam. Features of HgTe-like transverse optical TO2 mode at 1201 cm1 and longitudinal optical LO2 mode at 1401 cm1 are identified. We identified a feature observed at 1351 cm1 as clustering mode, which represents the integrity of the crystal lattice. We measured the Raman scattering on a beveled surface in line-scanning manner; the results showed that ion beam induced damage extends to a depth of more than 1 m, while the ion beams penetrating depth is no more than 10 nm.","[('Raman spectroscopy', 2, '0.76553464'), ('Raman scattering', 3, '0.7033384'), ('Transverse plane', 2, '0.5852289'), ('Ion beam', 3, '0.5754531'), ('Materials science', 0, '0.5518525'), ('Ion', 2, '0.5101857'), ('Optics', 1, '0.50250244'), ('Beam (structure)', 2, '0.4939385'), ('Single crystal', 2, '0.43567875'), ('Ion beam analysis', 4, '0.43042555'), ('Crystal (programming language)', 2, '0.4223371'), ('Scattering', 2, '0.41691256'), ('Focused ion beam', 3, '0.41373852'), ('Ion beam deposition', 4, '0.41195202'), ('Analytical Chemistry (journal)', 2, '0.33383274'), ('Chemistry', 0, '0.24354947'), ('Physics', 0, '0.09428385'), ('Crystallography', 1, '0.08560154'), ('Programming language', 1, '0.0'), ('Structural engineering', 1, '0.0'), ('Organic chemistry', 1, '0.0'), ('Chromatography', 1, '0.0'), ('Computer science', 0, '0.0'), ('Engineering', 0, '0.0')]",S4210190818,"Ar,HgTe"
W2965989221,https://doi.org/10.1016/j.msea.2019.138210,Damage mechanisms in selective laser melted AlSi10Mg under as built and different post-treatment conditions,2019-09-09,"Damage mechanisms in selective laser melted AlSi10Mg under as built and different post-treatment conditions. Selective laser melting SLM manufactured AlSi10Mg alloys present a fine silicon-rich network and precipitates which grant high mechanical strength but low ductility. Post-treatments, aiming at eliminating inherent defects related to SLM such as residual stresses, porosity or inhomogeneity, result in significant changes in the microstructure and impact both the hardening and the damage mechanisms of the post-treated material. The present work is dedicated to the investigation of the fracture of SLM AlSi10Mg under as built and three post-treatment conditions, namely two stress relieve heat treatments and friction stir processing FSP. It is found that the interconnected Si network fosters damage at low strain due to the brittleness of the Si phase. The onset of damage transfers load to the enclosed Al phase which then fractures quickly under high stress, thus leading to low material ductility. In contrast, when the Si network is globularized into Si particles, the ductility is highly increased even in the case where the porosity and inhomogeneity of the microstructure remain after the post-treatment. The ductility enhancement results from the delay in void nucleation on the Si particles as well as from the tolerance for void growth in the Al matrix.","[('Materials science', 0, '0.56085616'), ('Laser', 2, '0.5120135'), ('Composite material', 1, '0.40799618'), ('Optics', 1, '0.18555632'), ('Physics', 0, '0.09478021')]",S154732359,"Al,AlSi10Mg,FSP,Si"
W2515324407,https://doi.org/10.1051/matecconf/20167002008,Design of Batch Pressing Mechanism for Bedded Standard Samples,2016-01-01,"Design of Batch Pressing Mechanism for Bedded Standard Samples. In stability analysis of rock soil engineering, before establishing similar physical simulation model, many match experiments on similar material are required, the current standard sample forming processes are difficult to satisfy the uniformity and compactness in the same sample set often, and have obvious defects in the molding process, molding efficiency and bedding processing. A pressing mechanism consists of adjustable concave-convex composite mould, multi-function trough, drive screw and framework is designed, the mould is pressed nto material to fill directly. Each layered material, dip angle, thickness and position can be controlled, forming number for each lot is adjustable, uniform of the same lot is good, all parts are detachable, operation is also simple. This mechanism is suitable for small batch forming, and has obvious advantages in bedding controlling, forming efficiency, forming quality and operation convenience, which can work well for match experiments before large-scale physical similar simulation experiment, geotechnical experiment, composite rock mass experiment, also can be used to make micro physical model with engineering structure.","[('Pressing', 2, '0.7225836'), ('Molding (decorative)', 2, '0.69384944'), ('Composite number', 2, '0.5411522'), ('Mechanical engineering', 1, '0.49551547'), ('Forming processes', 2, '0.49501365'), ('Process (computing)', 2, '0.4389557'), ('Engineering', 0, '0.42258376'), ('Sample (material)', 2, '0.4145139'), ('Computer science', 0, '0.3314041'), ('Process engineering', 1, '0.32620203'), ('Engineering drawing', 1, '0.32444125'), ('Structural engineering', 1, '0.32066694'), ('Materials science', 0, '0.30475026'), ('Composite material', 1, '0.20802274'), ('Chemistry', 0, '0.0'), ('Chromatography', 1, '0.0'), ('Operating system', 1, '0.0')]",S4210175061,
